DataMessageGUID,SensorID,Sensor Name,Date,Value,Formatted Value,Battery,Raw Data,Sensor State,GatewayID,Alert Sent,Signal Strength,Voltage
ce82bff5-33f6-43ef-a925-10decf7aa0fe,236332,B787-9-L-13 Motion System,07/24/2023 23:58,2.5,"2.5 Ah |  Phase 1: Min 5, Max 5, Avg 5.63, Duty 100% | Phase 2: Min 4, Max 5, Avg 5.04, Duty 100% | Phase 3: Min 4, Max 4, Avg 4.22, Duty 100%",100,5.63|5|5|100|5.04|5|4|100|4.22|4|4|100|2.5|1037.5,0,965435,FALSE,46,3.23
6a3a0107-4f4a-4797-8cbb-f20731541ca1,236332,B787-9-L-13 Motion System,07/24/2023 23:48,2.5,"2.5 Ah |  Phase 1: Min 5, Max 5, Avg 5.73, Duty 100% | Phase 2: Min 4, Max 5, Avg 5.12, Duty 100% | Phase 3: Min 4, Max 4, Avg 4.3, Duty 100%",100,5.73|5|5|100|5.12|5|4|100|4.3|4|4|100|2.5|1037.5,0,965435,FALSE,60,3.23
bd200154-12fe-4649-a668-b21b0b7450d7,236332,B787-9-L-13 Motion System,07/24/2023 23:38,2.6,"2.6 Ah |  Phase 1: Min 5, Max 5, Avg 5.76, Duty 100% | Phase 2: Min 5, Max 5, Avg 5.15, Duty 100% | Phase 3: Min 4, Max 4, Avg 4.32, Duty 100%",100,5.76|5|5|100|5.15|5|5|100|4.32|4|4|100|2.6|1079,0,965435,FALSE,62,3.23
4b9d6a02-3931-4f27-b202-3123307cd114,236332,B787-9-L-13 Motion System,07/24/2023 23:28,2.5,"2.5 Ah |  Phase 1: Min 5, Max 5, Avg 5.76, Duty 100% | Phase 2: Min 5, Max 5, Avg 5.13, Duty 100% | Phase 3: Min 4, Max 4, Avg 4.32, Duty 100%",100,5.76|5|5|100|5.13|5|5|100|4.32|4|4|100|2.5|1037.5,0,965435,FALSE,60,3.23
22f0d8d7-fc38-4232-bac2-fb86ba11331f,236332,B787-9-L-13 Motion System,07/24/2023 23:18,2.5,"2.5 Ah |  Phase 1: Min 5, Max 5, Avg 5.71, Duty 100% | Phase 2: Min 4, Max 5, Avg 5.1, Duty 100% | Phase 3: Min 4, Max 4, Avg 4.28, Duty 100%",100,5.71|5|5|100|5.1|5|4|100|4.28|4|4|100|2.5|1037.5,0,965435,FALSE,64,3.23
6a2b849d-bbc0-4174-818b-739a0955865d,236332,B787-9-L-13 Motion System,07/24/2023 23:08,2.6,"2.6 Ah |  Phase 1: Min 5, Max 6, Avg 5.91, Duty 100% | Phase 2: Min 5, Max 5, Avg 5.26, Duty 100% | Phase 3: Min 4, Max 4, Avg 4.44, Duty 100%",100,5.91|6|5|100|5.26|5|5|100|4.44|4|4|100|2.6|1079,0,965435,FALSE,48,3.23
94adefc0-3c87-457c-bbc8-91e8b7434a55,236332,B787-9-L-13 Motion System,07/24/2023 22:58,2.6,"2.6 Ah |  Phase 1: Min 5, Max 6, Avg 5.89, Duty 100% | Phase 2: Min 5, Max 5, Avg 5.25, Duty 100% | Phase 3: Min 4, Max 4, Avg 4.44, Duty 100%",100,5.89|6|5|100|5.25|5|5|100|4.44|4|4|100|2.6|1079,0,965435,FALSE,65,3.23
58db8bfe-ad39-4bd5-b7da-1b2dfea3808e,236332,B787-9-L-13 Motion System,07/24/2023 22:48,2.6,"2.6 Ah |  Phase 1: Min 5, Max 6, Avg 5.95, Duty 100% | Phase 2: Min 5, Max 5, Avg 5.29, Duty 100% | Phase 3: Min 4, Max 4, Avg 4.47, Duty 100%",100,5.95|6|5|100|5.29|5|5|100|4.47|4|4|100|2.6|1079,0,965435,FALSE,60,3.23
35ae91fe-0c28-4536-a267-65e41e4073b7,236332,B787-9-L-13 Motion System,07/24/2023 22:38,2.6,"2.6 Ah |  Phase 1: Min 5, Max 6, Avg 5.88, Duty 100% | Phase 2: Min 5, Max 5, Avg 5.24, Duty 100% | Phase 3: Min 4, Max 4, Avg 4.42, Duty 100%",100,5.88|6|5|100|5.24|5|5|100|4.42|4|4|100|2.6|1079,0,965435,FALSE,66,3.23
cc32bf70-0343-4b4c-8842-c6fe8c093050,236332,B787-9-L-13 Motion System,07/24/2023 22:28,2.6,"2.6 Ah |  Phase 1: Min 5, Max 6, Avg 5.89, Duty 100% | Phase 2: Min 5, Max 5, Avg 5.24, Duty 100% | Phase 3: Min 4, Max 4, Avg 4.43, Duty 100%",100,5.89|6|5|100|5.24|5|5|100|4.43|4|4|100|2.6|1079,0,965435,FALSE,66,3.23
