DataMessageGUID,SensorID,Sensor Name,Date,Value,Formatted Value,Battery,Raw Data,Sensor State,GatewayID,Alert Sent,Signal Strength,Voltage
10c0ab44-a503-45bf-a799-1a5158223621,683664,B737MAX-8-M-03,07/24/2023 23:50,1.3695,"1.4 kWh |  Phase 1: Min 7, Max 7, Avg 7.42, Duty 100% | Phase 2: Min 7, Max 7, Avg 7.27, Duty 100% | Phase 3: Min 4, Max 5, Avg 5.02, Duty 100%",100,7.42|7|7|100|7.27|7|7|100|5.02|5|4|100|3.3|1369.5,0,965435,FALSE,60,3.29
3ddc09a3-904b-4717-b847-764ce9ae8d6f,683664,B737MAX-8-M-03,07/24/2023 23:40,1.3695,"1.4 kWh |  Phase 1: Min 7, Max 7, Avg 7.42, Duty 100% | Phase 2: Min 7, Max 7, Avg 7.26, Duty 100% | Phase 3: Min 4, Max 5, Avg 5.02, Duty 100%",100,7.42|7|7|100|7.26|7|7|100|5.02|5|4|100|3.3|1369.5,0,965435,FALSE,64,3.29
616ce195-e6dd-4e73-b4db-45bef680bbaf,683664,B737MAX-8-M-03,07/24/2023 23:30,1.3695,"1.4 kWh |  Phase 1: Min 7, Max 7, Avg 7.46, Duty 100% | Phase 2: Min 7, Max 7, Avg 7.25, Duty 100% | Phase 3: Min 4, Max 5, Avg 5.02, Duty 100%",100,7.46|7|7|100|7.25|7|7|100|5.02|5|4|100|3.3|1369.5,0,965435,FALSE,63,3.29
38584f22-707e-4d37-bbac-f5ec1a8f49c7,683664,B737MAX-8-M-03,07/24/2023 23:20,1.3695,"1.4 kWh |  Phase 1: Min 7, Max 7, Avg 7.48, Duty 100% | Phase 2: Min 7, Max 7, Avg 7.26, Duty 100% | Phase 3: Min 4, Max 5, Avg 5.03, Duty 100%",100,7.48|7|7|100|7.26|7|7|100|5.03|5|4|100|3.3|1369.5,0,965435,FALSE,62,3.29
81f2e359-6347-49f7-b735-a14ae920170a,683664,B737MAX-8-M-03,07/24/2023 23:10,1.3695,"1.4 kWh |  Phase 1: Min 7, Max 7, Avg 7.46, Duty 100% | Phase 2: Min 7, Max 7, Avg 7.24, Duty 100% | Phase 3: Min 4, Max 5, Avg 5.02, Duty 100%",100,7.46|7|7|100|7.24|7|7|100|5.02|5|4|100|3.3|1369.5,0,965435,FALSE,62,3.29
b2dbbeee-d563-42a6-83ce-53e8b00f3808,683664,B737MAX-8-M-03,07/24/2023 23:00,1.3695,"1.4 kWh |  Phase 1: Min 7, Max 7, Avg 7.42, Duty 100% | Phase 2: Min 7, Max 7, Avg 7.24, Duty 100% | Phase 3: Min 4, Max 5, Avg 5.02, Duty 100%",100,7.42|7|7|100|7.24|7|7|100|5.02|5|4|100|3.3|1369.5,0,965435,FALSE,65,3.29
a1a9285b-189a-4824-9265-aabc961476e8,683664,B737MAX-8-M-03,07/24/2023 22:50,1.328,"1.3 kWh |  Phase 1: Min 7, Max 7, Avg 7.4, Duty 100% | Phase 2: Min 7, Max 7, Avg 7.22, Duty 100% | Phase 3: Min 4, Max 5, Avg 5.02, Duty 100%",100,7.4|7|7|100|7.22|7|7|100|5.02|5|4|100|3.2|1328,0,965435,FALSE,63,3.29
1d864fb2-5768-4f9b-8165-a2207d3f5d21,683664,B737MAX-8-M-03,07/24/2023 22:40,1.3695,"1.4 kWh |  Phase 1: Min 7, Max 7, Avg 7.41, Duty 100% | Phase 2: Min 7, Max 7, Avg 7.23, Duty 100% | Phase 3: Min 4, Max 5, Avg 5.02, Duty 100%",100,7.41|7|7|100|7.23|7|7|100|5.02|5|4|100|3.3|1369.5,0,965435,FALSE,65,3.29
8ee2c405-4cc8-4ca0-b5c8-34845a909722,683664,B737MAX-8-M-03,07/24/2023 22:30,1.3695,"1.4 kWh |  Phase 1: Min 7, Max 7, Avg 7.41, Duty 100% | Phase 2: Min 7, Max 7, Avg 7.24, Duty 100% | Phase 3: Min 4, Max 5, Avg 5.03, Duty 100%",100,7.41|7|7|100|7.24|7|7|100|5.03|5|4|100|3.3|1369.5,0,965435,FALSE,64,3.29
d806a77f-4587-4fc1-b8f5-92b318d51f77,683664,B737MAX-8-M-03,07/24/2023 22:20,1.3695,"1.4 kWh |  Phase 1: Min 7, Max 7, Avg 7.42, Duty 100% | Phase 2: Min 7, Max 7, Avg 7.23, Duty 100% | Phase 3: Min 4, Max 5, Avg 5.03, Duty 100%",100,7.42|7|7|100|7.23|7|7|100|5.03|5|4|100|3.3|1369.5,0,965435,FALSE,63,3.29
